age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,is_missing
34,unknown,married,basic.4y,unknown,yes,no,telephone,may,tue,267,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
25,admin.,married,unknown,no,no,no,telephone,may,tue,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,services,married,high.school,unknown,yes,no,telephone,may,tue,146,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
38,blue-collar,single,basic.4y,no,unknown,unknown,telephone,may,tue,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
50,services,married,professional.course,unknown,no,yes,telephone,may,tue,111,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
34,blue-collar,married,basic.6y,unknown,no,yes,telephone,may,tue,294,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
53,technician,married,unknown,no,yes,no,telephone,may,tue,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
58,retired,married,professional.course,unknown,no,no,telephone,may,tue,427,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
38,entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,477,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,30,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
52,technician,married,professional.course,unknown,yes,no,telephone,may,tue,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
37,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,123,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
29,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,103,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,unemployed,single,basic.4y,unknown,yes,no,telephone,may,tue,267,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,services,married,high.school,unknown,yes,no,telephone,may,tue,399,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
46,admin.,single,high.school,unknown,yes,no,telephone,may,tue,182,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
37,admin.,married,unknown,no,yes,no,telephone,may,tue,220,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
47,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,66,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
60,retired,divorced,basic.4y,unknown,yes,no,telephone,may,tue,135,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,87,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
38,technician,married,professional.course,unknown,yes,no,telephone,may,tue,153,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,management,married,basic.6y,unknown,yes,no,telephone,may,tue,89,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,580,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,99,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
53,housemaid,married,basic.6y,no,unknown,unknown,telephone,may,tue,175,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
44,admin.,married,unknown,no,no,no,telephone,may,tue,45,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
46,unknown,married,basic.4y,unknown,no,no,telephone,may,tue,257,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,admin.,married,university.degree,unknown,no,no,telephone,may,tue,42,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
48,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,tue,88,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
37,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,335,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
55,admin.,married,high.school,unknown,no,no,telephone,may,tue,5,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
50,admin.,married,high.school,unknown,no,no,telephone,may,tue,178,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
40,technician,married,professional.course,unknown,yes,no,telephone,may,tue,284,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
40,technician,married,professional.course,unknown,yes,no,telephone,may,tue,264,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,15,13,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
56,technician,married,university.degree,unknown,yes,no,telephone,may,tue,240,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
40,blue-collar,married,unknown,no,no,no,telephone,may,tue,337,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,housemaid,single,basic.4y,unknown,yes,no,telephone,may,tue,662,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,124,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,858,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,True
54,retired,married,basic.9y,unknown,no,no,telephone,may,tue,371,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
57,retired,married,unknown,unknown,no,no,telephone,may,tue,205,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,547,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,services,single,high.school,unknown,yes,no,telephone,may,tue,62,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
50,self-employed,unknown,basic.6y,no,no,no,telephone,may,tue,398,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
34,services,married,high.school,unknown,no,no,telephone,may,tue,198,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,admin.,single,professional.course,unknown,yes,no,telephone,may,tue,352,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,blue-collar,married,unknown,no,yes,no,telephone,may,tue,112,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
52,self-employed,married,basic.9y,unknown,yes,no,telephone,may,tue,90,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
25,technician,single,university.degree,no,unknown,unknown,telephone,may,tue,230,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
40,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,43,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,306,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
54,retired,married,basic.4y,unknown,no,no,telephone,may,tue,107,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
48,admin.,single,basic.6y,unknown,yes,no,telephone,may,tue,141,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
33,management,married,university.degree,unknown,yes,no,telephone,may,tue,346,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
34,services,single,basic.9y,unknown,yes,yes,telephone,may,tue,1168,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,unknown,married,unknown,unknown,no,no,telephone,may,wed,17,13,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
29,blue-collar,single,high.school,unknown,yes,no,telephone,may,wed,74,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,housemaid,married,basic.4y,unknown,no,no,telephone,may,wed,125,12,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,admin.,married,high.school,unknown,yes,no,telephone,may,wed,61,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
46,admin.,divorced,university.degree,unknown,yes,no,telephone,may,wed,318,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,228,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
40,services,single,high.school,unknown,no,no,telephone,may,wed,189,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
50,management,single,university.degree,no,unknown,unknown,telephone,may,wed,372,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
32,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,223,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,single,basic.4y,unknown,unknown,unknown,telephone,may,wed,64,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
56,services,married,high.school,unknown,no,no,telephone,may,wed,507,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
47,admin.,married,university.degree,unknown,no,no,telephone,may,wed,91,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
53,unknown,married,high.school,unknown,no,no,telephone,may,wed,249,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
41,technician,single,university.degree,unknown,no,no,telephone,may,wed,551,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,technician,single,high.school,unknown,yes,no,telephone,may,wed,617,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
29,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
46,admin.,married,unknown,no,no,no,telephone,may,wed,181,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
33,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,254,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
37,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,454,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,185,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
38,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,wed,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
52,services,divorced,high.school,unknown,yes,no,telephone,may,wed,103,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
38,technician,single,professional.course,unknown,no,no,telephone,may,wed,114,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
52,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,wed,176,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
37,admin.,divorced,university.degree,no,unknown,unknown,telephone,may,wed,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,single,professional.course,unknown,no,no,telephone,may,wed,480,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,self-employed,married,basic.4y,unknown,yes,no,telephone,may,wed,177,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
34,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,576,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,True
40,admin.,single,high.school,unknown,no,no,telephone,may,wed,261,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
34,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,256,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
46,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
33,services,married,basic.9y,unknown,yes,no,telephone,may,wed,861,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
60,technician,divorced,professional.course,unknown,no,no,telephone,may,wed,390,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,wed,44,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
59,retired,married,basic.4y,unknown,yes,yes,telephone,may,wed,571,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
37,blue-collar,married,professional.course,unknown,yes,no,telephone,may,wed,94,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
58,unknown,married,basic.4y,no,yes,no,telephone,may,wed,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
37,self-employed,single,university.degree,unknown,yes,no,telephone,may,wed,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,services,married,high.school,unknown,yes,no,telephone,may,wed,171,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,154,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
52,admin.,married,high.school,unknown,yes,no,telephone,may,wed,99,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
43,services,married,high.school,unknown,no,no,telephone,may,wed,297,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,admin.,single,university.degree,unknown,yes,yes,telephone,may,wed,62,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,21,21,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,blue-collar,married,professional.course,unknown,yes,yes,telephone,may,wed,236,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,313,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,services,married,basic.9y,unknown,yes,no,telephone,may,wed,87,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
38,admin.,married,high.school,unknown,no,no,telephone,may,wed,173,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,services,married,high.school,unknown,no,no,telephone,may,wed,130,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
56,technician,married,basic.4y,unknown,no,yes,telephone,may,wed,1210,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
50,housemaid,married,basic.9y,unknown,unknown,unknown,telephone,may,wed,66,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,single,basic.4y,unknown,no,no,telephone,may,wed,565,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
56,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,167,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
47,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,615,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
43,housemaid,married,basic.4y,unknown,yes,yes,telephone,may,wed,213,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,technician,married,university.degree,unknown,no,no,telephone,may,wed,399,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
30,blue-collar,married,unknown,no,no,no,telephone,may,wed,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
31,services,single,high.school,unknown,yes,no,telephone,may,wed,317,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
50,services,married,basic.4y,unknown,yes,no,telephone,may,wed,507,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,True
47,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,489,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,housemaid,married,basic.4y,unknown,no,no,telephone,may,wed,328,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,257,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,technician,married,university.degree,unknown,no,no,telephone,may,wed,266,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
32,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,may,wed,195,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
25,unemployed,single,high.school,unknown,no,no,telephone,may,wed,694,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,True
35,blue-collar,married,unknown,no,no,no,telephone,may,wed,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
27,admin.,single,unknown,no,yes,no,telephone,may,wed,591,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
57,housemaid,divorced,basic.4y,unknown,yes,no,telephone,may,wed,288,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,services,married,high.school,unknown,yes,no,telephone,may,wed,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
46,blue-collar,married,unknown,no,no,no,telephone,may,wed,97,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
30,technician,single,university.degree,unknown,no,no,telephone,may,wed,187,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
50,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,251,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,463,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
27,blue-collar,single,basic.4y,unknown,no,yes,telephone,may,wed,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,296,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
54,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,45,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,services,married,high.school,unknown,no,no,telephone,may,wed,290,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
44,technician,married,professional.course,unknown,yes,yes,telephone,may,wed,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,unemployed,single,basic.4y,unknown,yes,no,telephone,may,wed,51,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
40,services,married,basic.6y,unknown,yes,no,telephone,may,wed,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
41,admin.,married,basic.9y,unknown,no,no,telephone,may,wed,244,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
52,services,married,unknown,unknown,no,no,telephone,may,wed,227,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,management,divorced,university.degree,unknown,no,yes,telephone,may,wed,289,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
46,housemaid,married,basic.4y,unknown,no,no,telephone,may,wed,183,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
29,services,married,high.school,unknown,no,no,telephone,may,wed,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,retired,married,basic.9y,unknown,yes,no,telephone,may,wed,198,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,services,divorced,professional.course,unknown,no,no,telephone,may,wed,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
44,management,married,basic.9y,unknown,no,no,telephone,may,wed,282,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
43,management,married,basic.6y,unknown,no,no,telephone,may,wed,347,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
30,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,188,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,admin.,married,basic.6y,unknown,no,no,telephone,may,wed,60,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
53,technician,married,professional.course,unknown,no,no,telephone,may,wed,864,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,True
59,retired,divorced,basic.9y,unknown,no,yes,telephone,may,wed,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
43,technician,divorced,unknown,no,no,no,telephone,may,wed,80,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,129,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
31,admin.,divorced,university.degree,unknown,no,no,telephone,may,wed,346,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
27,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,47,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
55,unemployed,married,basic.4y,unknown,yes,no,telephone,may,wed,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
50,technician,married,professional.course,unknown,yes,yes,telephone,may,wed,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,118,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
52,blue-collar,single,basic.4y,no,unknown,unknown,telephone,may,wed,489,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,466,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
33,services,single,basic.6y,unknown,yes,no,telephone,may,wed,101,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,344,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
51,unemployed,married,basic.9y,unknown,yes,no,telephone,may,wed,360,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,79,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
53,technician,married,professional.course,unknown,yes,yes,telephone,may,wed,117,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
30,services,married,unknown,no,yes,yes,telephone,may,wed,83,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
31,services,single,high.school,unknown,no,no,telephone,may,wed,491,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
46,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,258,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
54,retired,married,basic.4y,unknown,no,no,telephone,may,wed,1730,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,True
36,technician,married,professional.course,unknown,yes,no,telephone,may,wed,260,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
56,services,married,basic.9y,unknown,no,no,telephone,may,wed,300,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,667,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
40,services,married,high.school,unknown,yes,no,telephone,may,wed,133,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
34,blue-collar,divorced,professional.course,no,unknown,unknown,telephone,may,wed,209,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
34,services,single,basic.9y,unknown,yes,yes,telephone,may,wed,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,admin.,married,university.degree,unknown,no,no,telephone,may,wed,96,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
38,housemaid,married,basic.6y,unknown,yes,yes,telephone,may,wed,87,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
53,entrepreneur,married,unknown,no,yes,no,telephone,may,wed,126,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,545,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
32,blue-collar,married,high.school,unknown,yes,no,telephone,may,wed,44,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
28,admin.,single,unknown,no,yes,no,telephone,may,wed,279,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
31,services,married,high.school,unknown,no,no,telephone,may,wed,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
55,technician,married,professional.course,unknown,no,no,telephone,may,wed,48,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,wed,449,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,housemaid,married,basic.4y,unknown,yes,no,telephone,may,wed,158,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,410,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
28,admin.,single,university.degree,unknown,no,yes,telephone,may,wed,74,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,96,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
57,retired,married,basic.9y,unknown,no,no,telephone,may,wed,506,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
27,admin.,married,high.school,unknown,no,no,telephone,may,wed,173,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
56,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,267,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
